#,"",Kafka-exactly-once,RabbitMQ,rate,producer/consumer
1,0,39.0,1002.003,1000,1
2,1,44.0,1012.003,1000,2
3,2,54.0,1007.003,1000,4
4,3,64.0,1005.003,1000,6
5,4,75.0,1005.003,1000,8
