#,"",Kafka-exactly-once,RabbitMQ,throughput,size
1,0,61.000,1002.003,1,1024
2,1,60.000,1005.003,2,1024
3,2,457.001,1366.007,4,1024
4,3,220.000,1703.007,6,1024
5,4,314.001,1648.007,8,1024
6,5,2429.007,4218.015,16,1024
7,6,6053.023,4981.023,32,1024
