#,"",Kafka-exactly-once,RabbitMQ,rate,producer/consumer
1,0,39.0,1002.003,1000,1
2,1,43.0,1012.003,1000,2
3,2,49.0,1003.003,1000,3
4,3,52.0,1007.003,1000,4
5,4,59.0,1006.003,1000,5
6,5,61.0,1005.003,1000,6
